instance densityA densityB
mcs30_m2D_s70_AB03 0.0254658 0.0254658
mcs30_m2D_s70_AB04 0.0254658 0.0254658
mcs30_m2D_s70_AB05 0.0254658 0.0254658
mcs30_m2D_s70_AB06 0.0254658 0.0254658
mcs30_m2D_s70_AB07 0.0254658 0.0254658
mcs30_m2D_s70_AB08 0.0254658 0.0254658
mcs30_m2D_s70_AB09 0.0254658 0.0254658
mcs30_m2D_s80_AB00 0.0224684 0.0224684
mcs30_m2D_s80_AB01 0.0224684 0.0224684
mcs30_m2D_s80_AB02 0.0224684 0.0224684
mcs30_m2D_s80_AB03 0.0224684 0.0224684
mcs30_m2D_s80_AB04 0.0224684 0.0224684
mcs30_m2D_s80_AB05 0.0224684 0.0224684
mcs30_m2D_s80_AB06 0.0224684 0.0224684
mcs30_m2D_s80_AB07 0.0224684 0.0224684
mcs30_m2D_s80_AB08 0.0224684 0.0224684
mcs30_m2D_s80_AB09 0.0224684 0.0224684
mcs30_m2D_s90_AB00 0.0200999 0.0200999
mcs30_m2D_s90_AB01 0.0200999 0.0200999
mcs30_m2D_s90_AB02 0.0200999 0.0200999
mcs30_m2D_s90_AB03 0.0200999 0.0200999
mcs30_m2D_s90_AB04 0.0200999 0.0200999
mcs30_m2D_s90_AB05 0.0200999 0.0200999
mcs30_m2D_s90_AB06 0.0200999 0.0200999
mcs30_m2D_s90_AB07 0.0200999 0.0200999
mcs30_m2D_s90_AB08 0.0200999 0.0200999
mcs30_m2D_s90_AB09 0.0200999 0.0200999
mcs30_m2Dr2_s100_AB00 0.020202 0.020101
mcs30_m2Dr2_s100_AB01 0.020202 0.020202
mcs30_m2Dr2_s100_AB02 0.020202 0.020101
mcs30_m2Dr2_s100_AB03 0.020202 0.020202
mcs30_m2Dr2_s100_AB04 0.020202 0.020202
mcs30_m2Dr2_s100_AB05 0.020202 0.020202
mcs30_m2Dr2_s100_AB06 0.020101 0.020101
mcs30_m2Dr2_s100_AB07 0.020202 0.020202
mcs30_m2Dr2_s100_AB08 0.020202 0.020202
mcs30_m2Dr2_s100_AB09 0.020202 0.020202
mcs30_m2Dr2_s30_AB00 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB01 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB02 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB03 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB04 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB05 0.0632184 0.062069
mcs30_m2Dr2_s30_AB06 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB07 0.0632184 0.0632184
mcs30_m2Dr2_s30_AB08 0.0632184 0.062069
mcs30_m2Dr2_s30_AB09 0.0632184 0.0632184
mcs30_m2Dr2_s50_AB00 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB01 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB02 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB03 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB04 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB05 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB06 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB07 0.0387755 0.0383673
mcs30_m2Dr2_s50_AB08 0.0387755 0.0387755
mcs30_m2Dr2_s50_AB09 0.0387755 0.0387755
mcs30_m2Dr2_s60_AB00 0.0327684 0.0327684
mcs30_m2Dr2_s60_AB01 0.0327684 0.0327684
mcs30_m2Dr2_s60_AB02 0.0327684 0.0324859
mcs30_m2Dr2_s60_AB03 0.0327684 0.0324859
mcs30_m2Dr2_s60_AB04 0.0327684 0.0327684
mcs30_m2Dr2_s60_AB05 0.0327684 0.0327684
mcs30_m2Dr2_s60_AB06 0.0327684 0.0324859
mcs30_m2Dr2_s60_AB07 0.0327684 0.0324859
mcs30_m2Dr2_s60_AB08 0.0327684 0.0327684
mcs30_m2Dr2_s60_AB09 0.0327684 0.0327684
mcs30_m2Dr2_s70_AB00 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB01 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB02 0.0283644 0.0281573
mcs30_m2Dr2_s70_AB03 0.0283644 0.0281573
mcs30_m2Dr2_s70_AB04 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB05 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB06 0.0283644 0.0281573
mcs30_m2Dr2_s70_AB07 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB08 0.0283644 0.0283644
mcs30_m2Dr2_s70_AB09 0.0283644 0.0283644
mcs30_m2Dr2_s80_AB00 0.025 0.025
mcs30_m2Dr2_s80_AB01 0.025 0.025
mcs30_m2Dr2_s80_AB02 0.025 0.025
mcs30_m2Dr2_s80_AB03 0.025 0.025
mcs30_m2Dr2_s80_AB04 0.025 0.0248418
mcs30_m2Dr2_s80_AB05 0.025 0.0248418
mcs30_m2Dr2_s80_AB06 0.025 0.0248418
mcs30_m2Dr2_s80_AB07 0.025 0.025
mcs30_m2Dr2_s80_AB08 0.025 0.025
mcs30_m2Dr2_s80_AB09 0.025 0.0248418
mcs30_m2Dr2_s90_AB00 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB01 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB02 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB03 0.0223471 0.0222222
mcs30_m2Dr2_s90_AB04 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB05 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB06 0.0223471 0.0223471
mcs30_m2Dr2_s90_AB07 0.0223471 0.0222222
mcs30_m2Dr2_s90_AB08 0.0223471 0.0219725
mcs30_m2Dr2_s90_AB09 0.0223471 0.0222222
mcs30_m2Dr4_s100_AB00 0.0222222 0.0222222
mcs30_m2Dr4_s100_AB01 0.0222222 0.0220202
mcs30_m2Dr4_s100_AB02 0.0222222 0.0222222
mcs30_m2Dr4_s100_AB03 0.0222222 0.0219192
mcs30_m2Dr4_s100_AB04 0.0222222 0.0220202
mcs30_m2Dr4_s100_AB05 0.0222222 0.0221212
mcs30_m2Dr4_s100_AB06 0.0222222 0.0222222
mcs30_m2Dr4_s100_AB07 0.0222222 0.0220202
mcs30_m2Dr4_s100_AB08 0.0222222 0.0221212
mcs30_m2Dr4_s100_AB09 0.0222222 0.0221212
mcs30_m2Dr4_s30_AB00 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB01 0.0701149 0.0689655
mcs30_m2Dr4_s30_AB02 0.0701149 0.0689655
mcs30_m2Dr4_s30_AB03 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB04 0.0701149 0.0689655
mcs30_m2Dr4_s30_AB05 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB06 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB07 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB08 0.0701149 0.0701149
mcs30_m2Dr4_s30_AB09 0.0701149 0.0701149
mcs30_m2Dr4_s50_AB00 0.0428571 0.042449
mcs30_m2Dr4_s50_AB01 0.0428571 0.0428571
mcs30_m2Dr4_s50_AB02 0.0428571 0.042449
mcs30_m2Dr4_s50_AB03 0.0428571 0.0428571
mcs30_m2Dr4_s50_AB04 0.0428571 0.0420408
mcs30_m2Dr4_s50_AB05 0.042449 0.042449
mcs30_m2Dr4_s50_AB06 0.0428571 0.0416327
mcs30_m2Dr4_s50_AB07 0.0428571 0.042449
mcs30_m2Dr4_s50_AB08 0.0428571 0.0428571
mcs30_m2Dr4_s50_AB09 0.0428571 0.042449
mcs30_m2Dr4_s60_AB00 0.0361582 0.0355932
mcs30_m2Dr4_s60_AB01 0.0361582 0.0361582
mcs30_m2Dr4_s60_AB02 0.0361582 0.0361582
mcs30_m2Dr4_s60_AB03 0.0361582 0.0361582
mcs30_m2Dr4_s60_AB04 0.0361582 0.0355932
mcs30_m2Dr4_s60_AB05 0.0361582 0.0355932
mcs30_m2Dr4_s60_AB06 0.0361582 0.0358757
mcs30_m2Dr4_s60_AB07 0.0361582 0.0358757
mcs30_m2Dr4_s60_AB08 0.0361582 0.0353107
mcs30_m2Dr4_s60_AB09 0.0361582 0.0353107
mcs30_m2Dr4_s70_AB00 0.0312629 0.0310559
mcs30_m2Dr4_s70_AB01 0.0312629 0.0310559
mcs30_m2Dr4_s70_AB02 0.0312629 0.0310559
mcs30_m2Dr4_s70_AB03 0.0312629 0.0312629
mcs30_m2Dr4_s70_AB04 0.0312629 0.0312629
mcs30_m2Dr4_s70_AB05 0.0312629 0.0312629
mcs30_m2Dr4_s70_AB06 0.0312629 0.0306418
mcs30_m2Dr4_s70_AB07 0.0312629 0.0312629
mcs30_m2Dr4_s70_AB08 0.0312629 0.0308489
mcs30_m2Dr4_s70_AB09 0.0312629 0.0312629
mcs30_m2Dr4_s80_AB00 0.0275316 0.0273734
mcs30_m2Dr4_s80_AB01 0.0275316 0.0268987
mcs30_m2Dr4_s80_AB02 0.0275316 0.0275316
mcs30_m2Dr4_s80_AB03 0.0275316 0.0275316
mcs30_m2Dr4_s80_AB04 0.0275316 0.0273734
mcs30_m2Dr4_s80_AB05 0.0275316 0.0273734
mcs30_m2Dr4_s80_AB06 0.0275316 0.0272152
mcs30_m2Dr4_s80_AB07 0.0275316 0.0275316
mcs30_m2Dr4_s80_AB08 0.0275316 0.0275316
mcs30_m2Dr4_s80_AB09 0.0275316 0.0272152
mcs30_m2Dr4_s90_AB00 0.0245943 0.0245943
mcs30_m2Dr4_s90_AB01 0.0245943 0.0245943
mcs30_m2Dr4_s90_AB02 0.0245943 0.0245943
mcs30_m2Dr4_s90_AB03 0.0245943 0.0242197
mcs30_m2Dr4_s90_AB04 0.0245943 0.0244694
mcs30_m2Dr4_s90_AB05 0.0245943 0.0243446
mcs30_m2Dr4_s90_AB06 0.0245943 0.0243446
mcs30_m2Dr4_s90_AB07 0.0245943 0.0245943
mcs30_m2Dr4_s90_AB08 0.0245943 0.0244694
mcs30_m2Dr4_s90_AB09 0.0245943 0.0245943
mcs30_m2Dr6_s100_AB00 0.0242424 0.0241414
mcs30_m2Dr6_s100_AB01 0.0242424 0.0242424
mcs30_m2Dr6_s100_AB02 0.0242424 0.0241414
mcs30_m2Dr6_s100_AB03 0.0242424 0.0241414
mcs30_m2Dr6_s100_AB04 0.0242424 0.0242424
mcs30_m2Dr6_s100_AB05 0.0242424 0.0240404
mcs30_m2Dr6_s100_AB06 0.0242424 0.0240404
mcs30_m2Dr6_s100_AB07 0.0242424 0.0241414
mcs30_m2Dr6_s100_AB08 0.0242424 0.0241414
mcs30_m2Dr6_s100_AB09 0.0242424 0.0239394
mcs30_m2Dr6_s30_AB00 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB01 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB02 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB03 0.0770115 0.0747126
mcs30_m2Dr6_s30_AB04 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB05 0.0770115 0.0747126
mcs30_m2Dr6_s30_AB06 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB07 0.0770115 0.0747126
mcs30_m2Dr6_s30_AB08 0.0770115 0.0758621
mcs30_m2Dr6_s30_AB09 0.0770115 0.0758621
mcs30_m2Dr6_s50_AB00 0.0469388 0.0461224
mcs30_m2Dr6_s50_AB01 0.0469388 0.0465306
mcs30_m2Dr6_s50_AB02 0.0469388 0.0461224
mcs30_m2Dr6_s50_AB03 0.0469388 0.0465306
mcs30_m2Dr6_s50_AB04 0.0469388 0.0469388
mcs30_m2Dr6_s50_AB05 0.0469388 0.0461224
mcs30_m2Dr6_s50_AB06 0.0469388 0.0469388
mcs30_m2Dr6_s50_AB07 0.0469388 0.0465306
mcs30_m2Dr6_s50_AB08 0.0469388 0.0465306
mcs30_m2Dr6_s50_AB09 0.0469388 0.0457143
mcs30_m2Dr6_s60_AB00 0.039548 0.039548
mcs30_m2Dr6_s60_AB01 0.039548 0.039548
mcs30_m2Dr6_s60_AB02 0.039548 0.0392655
mcs30_m2Dr6_s60_AB03 0.039548 0.0389831
mcs30_m2Dr6_s60_AB04 0.039548 0.039548
mcs30_m2Dr6_s60_AB05 0.039548 0.0392655
mcs30_m2Dr6_s60_AB06 0.039548 0.039548
mcs30_m2Dr6_s60_AB07 0.039548 0.0392655
mcs30_m2Dr6_s60_AB08 0.039548 0.0392655
mcs30_m2Dr6_s60_AB09 0.039548 0.0392655
mcs30_m2Dr6_s70_AB00 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB01 0.0339545 0.0339545
mcs30_m2Dr6_s70_AB02 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB03 0.0341615 0.0339545
mcs30_m2Dr6_s70_AB04 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB05 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB06 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB07 0.0341615 0.0341615
mcs30_m2Dr6_s70_AB08 0.0341615 0.0339545
mcs30_m2Dr6_s70_AB09 0.0341615 0.0339545
mcs30_m2Dr6_s80_AB00 0.0300633 0.0300633
mcs30_m2Dr6_s80_AB01 0.0300633 0.0295886
mcs30_m2Dr6_s80_AB02 0.0300633 0.0297468
mcs30_m2Dr6_s80_AB03 0.0300633 0.0300633
mcs30_m2Dr6_s80_AB04 0.0300633 0.0300633
mcs30_m2Dr6_s80_AB05 0.0300633 0.0297468
mcs30_m2Dr6_s80_AB06 0.0300633 0.0297468
mcs30_m2Dr6_s80_AB07 0.0300633 0.0299051
mcs30_m2Dr6_s80_AB08 0.0300633 0.0300633
mcs30_m2Dr6_s80_AB09 0.0300633 0.0299051
mcs30_m2Dr6_s90_AB00 0.0268414 0.0264669
mcs30_m2Dr6_s90_AB01 0.0268414 0.0267166
mcs30_m2Dr6_s90_AB02 0.0268414 0.0265918
mcs30_m2Dr6_s90_AB03 0.0268414 0.0264669
mcs30_m2Dr6_s90_AB04 0.0268414 0.0264669
mcs30_m2Dr6_s90_AB05 0.0268414 0.0265918
mcs30_m2Dr6_s90_AB06 0.0268414 0.0265918
mcs30_m2Dr6_s90_AB07 0.0268414 0.0267166
mcs30_m2Dr6_s90_AB08 0.0268414 0.0267166
mcs30_m2Dr6_s90_AB09 0.0268414 0.0265918
mcs30_m3D_s100_AB00 0.0237374 0.0237374
mcs30_m3D_s100_AB01 0.0237374 0.0237374
mcs30_m3D_s100_AB02 0.0237374 0.0237374
mcs30_m3D_s100_AB03 0.0237374 0.0237374
mcs30_m3D_s100_AB04 0.0237374 0.0237374
mcs30_m3D_s100_AB05 0.0237374 0.0237374
mcs30_m3D_s100_AB06 0.0237374 0.0237374
mcs30_m3D_s100_AB07 0.0237374 0.0237374
mcs30_m3D_s100_AB08 0.0237374 0.0237374
mcs30_m3D_s100_AB09 0.0237374 0.0237374
mcs30_m3D_s25_AB00 0.0816667 0.0816667
mcs30_m3D_s25_AB01 0.0816667 0.0816667
mcs30_m3D_s25_AB02 0.0816667 0.0816667
mcs30_m3D_s25_AB03 0.0816667 0.0816667
mcs30_m3D_s25_AB04 0.0816667 0.0816667
mcs30_m3D_s25_AB05 0.0816667 0.0816667
mcs30_m3D_s25_AB06 0.0816667 0.0816667
mcs30_m3D_s25_AB07 0.0816667 0.0816667
mcs30_m3D_s25_AB08 0.0816667 0.0816667
mcs30_m3D_s25_AB09 0.0816667 0.0816667
mcs30_m3D_s30_AB00 0.0701149 0.0701149
mcs30_m3D_s30_AB01 0.0701149 0.0701149
mcs30_m3D_s30_AB02 0.0701149 0.0701149
mcs30_m3D_s30_AB03 0.0701149 0.0701149
mcs30_m3D_s30_AB04 0.0701149 0.0701149
mcs30_m3D_s30_AB05 0.0701149 0.0701149
mcs30_m3D_s30_AB06 0.0701149 0.0701149
mcs30_m3D_s30_AB07 0.0701149 0.0701149
mcs30_m3D_s30_AB08 0.0701149 0.0701149
mcs30_m3D_s30_AB09 0.0701149 0.0701149
mcs30_m3D_s40_AB00 0.0538462 0.0538462
mcs30_m3D_s40_AB01 0.0538462 0.0538462
mcs30_m3D_s40_AB02 0.0538462 0.0538462
mcs30_m3D_s40_AB03 0.0538462 0.0538462
mcs30_m3D_s40_AB04 0.0538462 0.0538462
mcs30_m3D_s40_AB05 0.0538462 0.0538462
mcs30_m3D_s40_AB06 0.0538462 0.0538462
mcs30_m3D_s40_AB07 0.0538462 0.0538462
mcs30_m3D_s40_AB08 0.0538462 0.0538462
mcs30_m3D_s40_AB09 0.0538462 0.0538462
mcs30_m3D_s70_AB00 0.0329193 0.0329193
mcs30_m3D_s70_AB01 0.0329193 0.0329193
mcs30_m3D_s70_AB02 0.0329193 0.0329193
mcs30_m3D_s70_AB03 0.0329193 0.0329193
mcs30_m3D_s70_AB04 0.0329193 0.0329193
mcs30_m3D_s70_AB05 0.0329193 0.0329193
mcs30_m3D_s70_AB06 0.0329193 0.0329193
mcs30_m3D_s70_AB07 0.0329193 0.0329193
mcs30_m3D_s70_AB08 0.0329193 0.0329193
mcs30_m3D_s70_AB09 0.0329193 0.0329193
mcs30_m3D_s80_AB00 0.0291139 0.0291139
mcs30_m3D_s80_AB01 0.0291139 0.0291139
mcs30_m3D_s80_AB02 0.0291139 0.0291139
mcs30_m3D_s80_AB03 0.0291139 0.0291139
mcs30_m3D_s80_AB04 0.0291139 0.0291139
mcs30_m3D_s80_AB05 0.0291139 0.0291139
mcs30_m3D_s80_AB06 0.0291139 0.0291139
mcs30_m3D_s80_AB07 0.0291139 0.0291139
mcs30_m3D_s80_AB08 0.0291139 0.0291139
mcs30_m3D_s80_AB09 0.0291139 0.0291139
mcs30_m3D_s90_AB00 0.0260924 0.0260924
mcs30_m3D_s90_AB01 0.0260924 0.0260924
mcs30_m3D_s90_AB02 0.0260924 0.0260924
mcs30_m3D_s90_AB03 0.0260924 0.0260924
mcs30_m3D_s90_AB04 0.0260924 0.0260924
mcs30_m3D_s90_AB05 0.0260924 0.0260924
mcs30_m3D_s90_AB06 0.0260924 0.0260924
mcs30_m3D_s90_AB07 0.0260924 0.0260924
mcs30_m3D_s90_AB08 0.0260924 0.0260924
mcs30_m3D_s90_AB09 0.0260924 0.0260924
mcs30_m3Dr2_s100_AB00 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB01 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB02 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB03 0.0257576 0.0256566
mcs30_m3Dr2_s100_AB04 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB05 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB06 0.0257576 0.0255556
mcs30_m3Dr2_s100_AB07 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB08 0.0257576 0.0257576
mcs30_m3Dr2_s100_AB09 0.0257576 0.0256566
mcs30_m3Dr2_s25_AB00 0.09 0.09
mcs30_m3Dr2_s25_AB01 0.09 0.09
mcs30_m3Dr2_s25_AB02 0.09 0.0883333
mcs30_m3Dr2_s25_AB03 0.09 0.09
mcs30_m3Dr2_s25_AB04 0.09 0.0883333
mcs30_m3Dr2_s25_AB05 0.09 0.0883333
mcs30_m3Dr2_s25_AB06 0.09 0.0883333
mcs30_m3Dr2_s25_AB07 0.09 0.09
mcs30_m3Dr2_s25_AB08 0.09 0.0883333
mcs30_m3Dr2_s25_AB09 0.09 0.09
mcs30_m3Dr2_s30_AB00 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB01 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB02 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB03 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB04 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB05 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB06 0.0770115 0.0758621
mcs30_m3Dr2_s30_AB07 0.0770115 0.0758621
mcs30_m3Dr2_s30_AB08 0.0770115 0.0770115
mcs30_m3Dr2_s30_AB09 0.0770115 0.0770115
mcs30_m3Dr2_s40_AB00 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB01 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB02 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB03 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB04 0.0589744 0.0583333
mcs30_m3Dr2_s40_AB05 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB06 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB07 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB08 0.0589744 0.0589744
mcs30_m3Dr2_s40_AB09 0.0589744 0.0589744
mcs30_m3Dr2_s70_AB00 0.0358178 0.0356108
mcs30_m3Dr2_s70_AB01 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB02 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB03 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB04 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB05 0.0358178 0.0356108
mcs30_m3Dr2_s70_AB06 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB07 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB08 0.0358178 0.0358178
mcs30_m3Dr2_s70_AB09 0.0358178 0.0358178
mcs30_m3Dr2_s80_AB00 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB01 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB02 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB03 0.0316456 0.0314873
mcs30_m3Dr2_s80_AB04 0.0316456 0.0314873
mcs30_m3Dr2_s80_AB05 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB06 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB07 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB08 0.0316456 0.0316456
mcs30_m3Dr2_s80_AB09 0.0316456 0.0316456
mcs30_m3Dr2_s90_AB00 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB01 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB02 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB03 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB04 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB05 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB06 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB07 0.0283396 0.0283396
mcs30_m3Dr2_s90_AB08 0.0283396 0.0282147
mcs30_m3Dr2_s90_AB09 0.0283396 0.0283396
mcs30_m3Dr4_s100_AB00 0.0277778 0.0277778
mcs30_m3Dr4_s100_AB01 0.0277778 0.0276768
mcs30_m3Dr4_s100_AB02 0.0276768 0.0275758
mcs30_m3Dr4_s100_AB03 0.0277778 0.0277778
mcs30_m3Dr4_s100_AB04 0.0277778 0.0276768
mcs30_m3Dr4_s100_AB05 0.0277778 0.0276768
mcs30_m3Dr4_s100_AB06 0.0277778 0.0277778
mcs30_m3Dr4_s100_AB07 0.0277778 0.0276768
mcs30_m3Dr4_s100_AB08 0.0277778 0.0276768
mcs30_m3Dr4_s100_AB09 0.0277778 0.0275758
mcs30_m3Dr4_s25_AB00 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB01 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB02 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB03 0.0983333 0.0966667
mcs30_m3Dr4_s25_AB04 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB05 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB06 0.0983333 0.0966667
mcs30_m3Dr4_s25_AB07 0.0983333 0.0966667
mcs30_m3Dr4_s25_AB08 0.0983333 0.0983333
mcs30_m3Dr4_s25_AB09 0.0983333 0.0966667
mcs30_m3Dr4_s30_AB00 0.083908 0.0816092
mcs30_m3Dr4_s30_AB01 0.083908 0.0827586
mcs30_m3Dr4_s30_AB02 0.083908 0.083908
mcs30_m3Dr4_s30_AB03 0.083908 0.0827586
mcs30_m3Dr4_s30_AB04 0.0827586 0.0827586
mcs30_m3Dr4_s30_AB05 0.083908 0.0827586
mcs30_m3Dr4_s30_AB06 0.083908 0.0827586
mcs30_m3Dr4_s30_AB07 0.083908 0.0827586
mcs30_m3Dr4_s30_AB08 0.083908 0.083908
mcs30_m3Dr4_s30_AB09 0.083908 0.0816092
mcs30_m3Dr4_s40_AB00 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB01 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB02 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB03 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB04 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB05 0.0641026 0.0641026
mcs30_m3Dr4_s40_AB06 0.0641026 0.0641026
mcs30_m3Dr4_s40_AB07 0.0641026 0.0634615
mcs30_m3Dr4_s40_AB08 0.0641026 0.0628205
mcs30_m3Dr4_s40_AB09 0.0641026 0.0634615
mcs30_m3Dr4_s70_AB00 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB01 0.0387164 0.0385093
mcs30_m3Dr4_s70_AB02 0.0387164 0.0385093
mcs30_m3Dr4_s70_AB03 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB04 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB05 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB06 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB07 0.0387164 0.0385093
mcs30_m3Dr4_s70_AB08 0.0387164 0.0387164
mcs30_m3Dr4_s70_AB09 0.0387164 0.0385093
mcs30_m3Dr4_s80_AB00 0.0341772 0.0338608
mcs30_m3Dr4_s80_AB01 0.0341772 0.034019
mcs30_m3Dr4_s80_AB02 0.0341772 0.034019
mcs30_m3Dr4_s80_AB03 0.0341772 0.0341772
mcs30_m3Dr4_s80_AB04 0.0341772 0.034019
mcs30_m3Dr4_s80_AB05 0.0341772 0.0338608
mcs30_m3Dr4_s80_AB06 0.0341772 0.0337025
mcs30_m3Dr4_s80_AB07 0.0341772 0.034019
mcs30_m3Dr4_s80_AB08 0.0341772 0.0341772
mcs30_m3Dr4_s80_AB09 0.0341772 0.034019
mcs30_m3Dr4_s90_AB00 0.0305868 0.0303371
mcs30_m3Dr4_s90_AB01 0.0305868 0.0305868
mcs30_m3Dr4_s90_AB02 0.0305868 0.0304619
mcs30_m3Dr4_s90_AB03 0.0305868 0.0304619
mcs30_m3Dr4_s90_AB04 0.0305868 0.0305868
mcs30_m3Dr4_s90_AB05 0.0305868 0.0305868
mcs30_m3Dr4_s90_AB06 0.0305868 0.0304619
mcs30_m3Dr4_s90_AB07 0.0305868 0.0305868
mcs30_m3Dr4_s90_AB08 0.0305868 0.0305868
mcs30_m3Dr4_s90_AB09 0.0305868 0.0304619
mcs30_m3Dr6_s100_AB00 0.029798 0.029596
mcs30_m3Dr6_s100_AB01 0.029798 0.029697
mcs30_m3Dr6_s100_AB02 0.029798 0.029697
mcs30_m3Dr6_s100_AB03 0.029697 0.0294949
mcs30_m3Dr6_s100_AB04 0.029798 0.029697
mcs30_m3Dr6_s100_AB05 0.029798 0.029697
mcs30_m3Dr6_s100_AB06 0.029798 0.029596
mcs30_m3Dr6_s100_AB07 0.029798 0.029596
mcs30_m3Dr6_s100_AB08 0.029798 0.029697
mcs30_m3Dr6_s100_AB09 0.029798 0.029798
mcs30_m3Dr6_s25_AB00 0.106667 0.103333
mcs30_m3Dr6_s25_AB01 0.106667 0.106667
mcs30_m3Dr6_s25_AB02 0.106667 0.106667
mcs30_m3Dr6_s25_AB03 0.106667 0.105
mcs30_m3Dr6_s25_AB04 0.106667 0.106667
mcs30_m3Dr6_s25_AB05 0.106667 0.105
mcs30_m3Dr6_s25_AB06 0.106667 0.106667
mcs30_m3Dr6_s25_AB07 0.106667 0.105
