instance pattern_n pattern_d target_n target_d family
g43-g68 128 0.101378 462 0.0650759 11
g43-g69 128 0.101378 500 0.0118557 11
g43-g70 128 0.101378 501 0.00603593 11
g43-g71 128 0.101378 501 0.0119521 11
g43-g72 128 0.101378 561 0.000935829 11
g43-g74 128 0.101378 585 0.00718885 11
g43-g75 128 0.101378 610 0.0400441 11
g43-g76 128 0.101378 610 0.190934 11
g43-g77 128 0.101378 610 0.444491 11
g43-g78 128 0.101378 627 0.0180636 11
g43-g79 128 0.101378 763 0.00654276 11
g43-g80 128 0.101378 891 0.000802028 11
g43-g81 128 0.101378 1010 0.0117634 11
g43-g83 128 0.101378 1024 0.00977517 11
g43-g84 128 0.101378 1024 0.117302 11
g43-g85 128 0.101378 1050 0.00285805 11
g43-g87 128 0.101378 1057 0.00638062 11
g43-g88 128 0.101378 1057 0.0072174 11
g43-g89 128 0.101378 1092 0.00366636 11
g43-g90 128 0.101378 1430 0.00489853 11
g43-g91 128 0.101378 1446 0.0030266 11
g43-g92 128 0.101378 1619 0.0026852 11
g43-g94 128 0.101378 1860 0.00323333 11
g43-g95 128 0.101378 2000 0.000698349 11
g43-g96 128 0.101378 2000 0.000828914 11
g43-g97 128 0.101378 2000 0.000842921 11
g43-g98 128 0.101378 2000 0.00128714 11
g43-g99 128 0.101378 2000 0.00128814 11
g44-g100 128 0.109744 2016 0.000984678 11
g44-g101 128 0.109744 2184 0.00274851 11
g44-g102 128 0.109744 2184 0.00366468 11
g44-g103 128 0.109744 2184 0.00549702 11
g44-g104 128 0.109744 3300 0.00121175 11
g44-g105 128 0.109744 3317 0.00120318 11
g44-g106 128 0.109744 4493 0.00134958 11
g44-g107 128 0.109744 4494 0.000971892 11
g44-g108 128 0.109744 4866 0.000915808 11
g44-g109 128 0.109744 5040 0.00119071 11
g44-g110 128 0.109744 5448 0.00243334 11
g44-g111 128 0.109744 5757 0.000853117 11
g44-g112 128 0.109744 6671 0.000632243 11
g44-g51 128 0.109744 138 0.0521528 11
g44-g52 128 0.109744 161 0.0276398 11
g44-g53 128 0.109744 168 0.0595951 11
g44-g54 128 0.109744 256 0.0288297 11
g44-g55 128 0.109744 256 0.029473 11
g44-g56 128 0.109744 256 0.0306373 11
g44-g57 128 0.109744 280 0.0015617 11
g44-g61 128 0.109744 331 0.0170283 11
g44-g62 128 0.109744 377 0.013573 11
g44-g63 128 0.109744 400 0.0358396 11
g44-g64 128 0.109744 400 0.124812 11
g44-g65 128 0.109744 435 0.0266963 11
g44-g67 128 0.109744 462 0.0130152 11
g44-g68 128 0.109744 462 0.0650759 11
g44-g69 128 0.109744 500 0.0118557 11
g44-g70 128 0.109744 501 0.00603593 11
g44-g71 128 0.109744 501 0.0119521 11
g44-g72 128 0.109744 561 0.000935829 11
g44-g74 128 0.109744 585 0.00718885 11
g44-g75 128 0.109744 610 0.0400441 11
g44-g76 128 0.109744 610 0.190934 11
g44-g77 128 0.109744 610 0.444491 11
g44-g78 128 0.109744 627 0.0180636 11
g44-g79 128 0.109744 763 0.00654276 11
g44-g80 128 0.109744 891 0.000802028 11
g44-g81 128 0.109744 1010 0.0117634 11
g44-g83 128 0.109744 1024 0.00977517 11
g44-g84 128 0.109744 1024 0.117302 11
g44-g85 128 0.109744 1050 0.00285805 11
g44-g87 128 0.109744 1057 0.00638062 11
g44-g88 128 0.109744 1057 0.0072174 11
g44-g89 128 0.109744 1092 0.00366636 11
g44-g90 128 0.109744 1430 0.00489853 11
g44-g91 128 0.109744 1446 0.0030266 11
g44-g92 128 0.109744 1619 0.0026852 11
g44-g94 128 0.109744 1860 0.00323333 11
g44-g95 128 0.109744 2000 0.000698349 11
g44-g96 128 0.109744 2000 0.000828914 11
g44-g97 128 0.109744 2000 0.000842921 11
g44-g98 128 0.109744 2000 0.00128714 11
g44-g99 128 0.109744 2000 0.00128814 11
g45-g100 128 0.109437 2016 0.000984678 11
g45-g101 128 0.109437 2184 0.00274851 11
g45-g102 128 0.109437 2184 0.00366468 11
g45-g103 128 0.109437 2184 0.00549702 11
g45-g104 128 0.109437 3300 0.00121175 11
g45-g105 128 0.109437 3317 0.00120318 11
g45-g106 128 0.109437 4493 0.00134958 11
g45-g107 128 0.109437 4494 0.000971892 11
g45-g108 128 0.109437 4866 0.000915808 11
g45-g109 128 0.109437 5040 0.00119071 11
g45-g110 128 0.109437 5448 0.00243334 11
g45-g111 128 0.109437 5757 0.000853117 11
g45-g112 128 0.109437 6671 0.000632243 11
g45-g51 128 0.109437 138 0.0521528 11
g45-g52 128 0.109437 161 0.0276398 11
g45-g53 128 0.109437 168 0.0595951 11
g45-g54 128 0.109437 256 0.0288297 11
g45-g55 128 0.109437 256 0.029473 11
g45-g56 128 0.109437 256 0.0306373 11
g45-g57 128 0.109437 280 0.0015617 11
g45-g61 128 0.109437 331 0.0170283 11
g45-g62 128 0.109437 377 0.013573 11
g45-g63 128 0.109437 400 0.0358396 11
g45-g64 128 0.109437 400 0.124812 11
g45-g65 128 0.109437 435 0.0266963 11
g45-g67 128 0.109437 462 0.0130152 11
g45-g68 128 0.109437 462 0.0650759 11
g45-g69 128 0.109437 500 0.0118557 11
g45-g70 128 0.109437 501 0.00603593 11
g45-g71 128 0.109437 501 0.0119521 11
g45-g72 128 0.109437 561 0.000935829 11
g45-g74 128 0.109437 585 0.00718885 11
g45-g75 128 0.109437 610 0.0400441 11
g45-g76 128 0.109437 610 0.190934 11
g45-g77 128 0.109437 610 0.444491 11
g45-g78 128 0.109437 627 0.0180636 11
g45-g79 128 0.109437 763 0.00654276 11
g45-g80 128 0.109437 891 0.000802028 11
g45-g81 128 0.109437 1010 0.0117634 11
g45-g83 128 0.109437 1024 0.00977517 11
g45-g84 128 0.109437 1024 0.117302 11
g45-g85 128 0.109437 1050 0.00285805 11
g45-g87 128 0.109437 1057 0.00638062 11
g45-g88 128 0.109437 1057 0.0072174 11
g45-g89 128 0.109437 1092 0.00366636 11
g45-g90 128 0.109437 1430 0.00489853 11
g45-g91 128 0.109437 1446 0.0030266 11
g45-g92 128 0.109437 1619 0.0026852 11
g45-g94 128 0.109437 1860 0.00323333 11
g45-g95 128 0.109437 2000 0.000698349 11
g45-g96 128 0.109437 2000 0.000828914 11
g45-g97 128 0.109437 2000 0.000842921 11
g45-g98 128 0.109437 2000 0.00128714 11
g45-g99 128 0.109437 2000 0.00128814 11
g46-g100 128 0.115404 2016 0.000984678 11
g46-g101 128 0.115404 2184 0.00274851 11
g46-g102 128 0.115404 2184 0.00366468 11
g46-g103 128 0.115404 2184 0.00549702 11
g46-g104 128 0.115404 3300 0.00121175 11
g46-g105 128 0.115404 3317 0.00120318 11
g46-g106 128 0.115404 4493 0.00134958 11
g46-g107 128 0.115404 4494 0.000971892 11
g46-g108 128 0.115404 4866 0.000915808 11
g46-g109 128 0.115404 5040 0.00119071 11
g46-g110 128 0.115404 5448 0.00243334 11
g46-g111 128 0.115404 5757 0.000853117 11
g46-g112 128 0.115404 6671 0.000632243 11
g46-g51 128 0.115404 138 0.0521528 11
g46-g52 128 0.115404 161 0.0276398 11
g46-g53 128 0.115404 168 0.0595951 11
g46-g54 128 0.115404 256 0.0288297 11
g46-g55 128 0.115404 256 0.029473 11
g46-g56 128 0.115404 256 0.0306373 11
g46-g57 128 0.115404 280 0.0015617 11
g46-g61 128 0.115404 331 0.0170283 11
g46-g62 128 0.115404 377 0.013573 11
g46-g63 128 0.115404 400 0.0358396 11
g46-g64 128 0.115404 400 0.124812 11
g46-g65 128 0.115404 435 0.0266963 11
g46-g67 128 0.115404 462 0.0130152 11
g46-g68 128 0.115404 462 0.0650759 11
g46-g69 128 0.115404 500 0.0118557 11
g46-g70 128 0.115404 501 0.00603593 11
g46-g71 128 0.115404 501 0.0119521 11
g46-g72 128 0.115404 561 0.000935829 11
g46-g74 128 0.115404 585 0.00718885 11
g46-g75 128 0.115404 610 0.0400441 11
g46-g76 128 0.115404 610 0.190934 11
g46-g77 128 0.115404 610 0.444491 11
g46-g78 128 0.115404 627 0.0180636 11
g46-g79 128 0.115404 763 0.00654276 11
g46-g80 128 0.115404 891 0.000802028 11
g46-g81 128 0.115404 1010 0.0117634 11
g46-g83 128 0.115404 1024 0.00977517 11
g46-g84 128 0.115404 1024 0.117302 11
g46-g85 128 0.115404 1050 0.00285805 11
g46-g87 128 0.115404 1057 0.00638062 11
g46-g88 128 0.115404 1057 0.0072174 11
g46-g89 128 0.115404 1092 0.00366636 11
g46-g90 128 0.115404 1430 0.00489853 11
g46-g91 128 0.115404 1446 0.0030266 11
g46-g92 128 0.115404 1619 0.0026852 11
g46-g94 128 0.115404 1860 0.00323333 11
g46-g95 128 0.115404 2000 0.000698349 11
g46-g96 128 0.115404 2000 0.000828914 11
g46-g97 128 0.115404 2000 0.000842921 11
g46-g98 128 0.115404 2000 0.00128714 11
g46-g99 128 0.115404 2000 0.00128814 11
g47-g100 128 0.115342 2016 0.000984678 11
g47-g101 128 0.115342 2184 0.00274851 11
g47-g102 128 0.115342 2184 0.00366468 11
g47-g103 128 0.115342 2184 0.00549702 11
g47-g104 128 0.115342 3300 0.00121175 11
g47-g105 128 0.115342 3317 0.00120318 11
g47-g106 128 0.115342 4493 0.00134958 11
g47-g107 128 0.115342 4494 0.000971892 11
g47-g108 128 0.115342 4866 0.000915808 11
g47-g109 128 0.115342 5040 0.00119071 11
g47-g110 128 0.115342 5448 0.00243334 11
g47-g111 128 0.115342 5757 0.000853117 11
g47-g112 128 0.115342 6671 0.000632243 11
g47-g51 128 0.115342 138 0.0521528 11
g47-g52 128 0.115342 161 0.0276398 11
g47-g53 128 0.115342 168 0.0595951 11
g47-g54 128 0.115342 256 0.0288297 11
g47-g55 128 0.115342 256 0.029473 11
g47-g56 128 0.115342 256 0.0306373 11
g47-g57 128 0.115342 280 0.0015617 11
g47-g61 128 0.115342 331 0.0170283 11
g47-g62 128 0.115342 377 0.013573 11
g47-g63 128 0.115342 400 0.0358396 11
g47-g64 128 0.115342 400 0.124812 11
g47-g65 128 0.115342 435 0.0266963 11
g47-g67 128 0.115342 462 0.0130152 11
g47-g68 128 0.115342 462 0.0650759 11
g47-g69 128 0.115342 500 0.0118557 11
g47-g70 128 0.115342 501 0.00603593 11
g47-g71 128 0.115342 501 0.0119521 11
g47-g72 128 0.115342 561 0.000935829 11
g47-g74 128 0.115342 585 0.00718885 11
g47-g75 128 0.115342 610 0.0400441 11
g47-g76 128 0.115342 610 0.190934 11
g47-g77 128 0.115342 610 0.444491 11
g47-g78 128 0.115342 627 0.0180636 11
g47-g79 128 0.115342 763 0.00654276 11
g47-g80 128 0.115342 891 0.000802028 11
g47-g81 128 0.115342 1010 0.0117634 11
g47-g83 128 0.115342 1024 0.00977517 11
g47-g84 128 0.115342 1024 0.117302 11
g47-g85 128 0.115342 1050 0.00285805 11
g47-g87 128 0.115342 1057 0.00638062 11
g47-g88 128 0.115342 1057 0.0072174 11
g47-g89 128 0.115342 1092 0.00366636 11
g47-g90 128 0.115342 1430 0.00489853 11
g47-g91 128 0.115342 1446 0.0030266 11
g47-g92 128 0.115342 1619 0.0026852 11
g47-g94 128 0.115342 1860 0.00323333 11
g47-g95 128 0.115342 2000 0.000698349 11
g47-g96 128 0.115342 2000 0.000828914 11
g47-g97 128 0.115342 2000 0.000842921 11
g47-g98 128 0.115342 2000 0.00128714 11
g47-g99 128 0.115342 2000 0.00128814 11
g48-g100 128 0.123031 2016 0.000984678 11
g48-g101 128 0.123031 2184 0.00274851 11
g48-g102 128 0.123031 2184 0.00366468 11
g48-g103 128 0.123031 2184 0.00549702 11
g48-g104 128 0.123031 3300 0.00121175 11
g48-g105 128 0.123031 3317 0.00120318 11
g48-g106 128 0.123031 4493 0.00134958 11
g48-g107 128 0.123031 4494 0.000971892 11
g48-g108 128 0.123031 4866 0.000915808 11
g48-g109 128 0.123031 5040 0.00119071 11
g48-g110 128 0.123031 5448 0.00243334 11
g48-g111 128 0.123031 5757 0.000853117 11
g48-g112 128 0.123031 6671 0.000632243 11
g48-g51 128 0.123031 138 0.0521528 11
g48-g52 128 0.123031 161 0.0276398 11
g48-g53 128 0.123031 168 0.0595951 11
g48-g54 128 0.123031 256 0.0288297 11
g48-g55 128 0.123031 256 0.029473 11
g48-g56 128 0.123031 256 0.0306373 11
g48-g57 128 0.123031 280 0.0015617 11
g48-g61 128 0.123031 331 0.0170283 11
g48-g62 128 0.123031 377 0.013573 11
g48-g63 128 0.123031 400 0.0358396 11
g48-g64 128 0.123031 400 0.124812 11
g48-g65 128 0.123031 435 0.0266963 11
g48-g67 128 0.123031 462 0.0130152 11
g48-g68 128 0.123031 462 0.0650759 11
g48-g69 128 0.123031 500 0.0118557 11
g48-g70 128 0.123031 501 0.00603593 11
g48-g71 128 0.123031 501 0.0119521 11
g48-g72 128 0.123031 561 0.000935829 11
g48-g74 128 0.123031 585 0.00718885 11
g48-g75 128 0.123031 610 0.0400441 11
g48-g76 128 0.123031 610 0.190934 11
g48-g77 128 0.123031 610 0.444491 11
g48-g78 128 0.123031 627 0.0180636 11
g48-g79 128 0.123031 763 0.00654276 11
g48-g80 128 0.123031 891 0.000802028 11
g48-g81 128 0.123031 1010 0.0117634 11
g48-g83 128 0.123031 1024 0.00977517 11
g48-g84 128 0.123031 1024 0.117302 11
g48-g85 128 0.123031 1050 0.00285805 11
g48-g87 128 0.123031 1057 0.00638062 11
g48-g88 128 0.123031 1057 0.0072174 11
g48-g89 128 0.123031 1092 0.00366636 11
g48-g90 128 0.123031 1430 0.00489853 11
g48-g91 128 0.123031 1446 0.0030266 11
g48-g92 128 0.123031 1619 0.0026852 11
g48-g94 128 0.123031 1860 0.00323333 11
g48-g95 128 0.123031 2000 0.000698349 11
g48-g96 128 0.123031 2000 0.000828914 11
g48-g97 128 0.123031 2000 0.000842921 11
g48-g98 128 0.123031 2000 0.00128714 11
g48-g99 128 0.123031 2000 0.00128814 11
g49-g100 128 0.126353 2016 0.000984678 11
g49-g101 128 0.126353 2184 0.00274851 11
g49-g102 128 0.126353 2184 0.00366468 11
g49-g103 128 0.126353 2184 0.00549702 11
g49-g104 128 0.126353 3300 0.00121175 11
g49-g105 128 0.126353 3317 0.00120318 11
g49-g106 128 0.126353 4493 0.00134958 11
g49-g107 128 0.126353 4494 0.000971892 11
g49-g108 128 0.126353 4866 0.000915808 11
g49-g109 128 0.126353 5040 0.00119071 11
g49-g110 128 0.126353 5448 0.00243334 11
g49-g111 128 0.126353 5757 0.000853117 11
g49-g112 128 0.126353 6671 0.000632243 11
g49-g51 128 0.126353 138 0.0521528 11
g49-g52 128 0.126353 161 0.0276398 11
g49-g53 128 0.126353 168 0.0595951 11
g49-g54 128 0.126353 256 0.0288297 11
g49-g55 128 0.126353 256 0.029473 11
g49-g56 128 0.126353 256 0.0306373 11
g49-g57 128 0.126353 280 0.0015617 11
g49-g61 128 0.126353 331 0.0170283 11
g49-g62 128 0.126353 377 0.013573 11
g49-g63 128 0.126353 400 0.0358396 11
g49-g64 128 0.126353 400 0.124812 11
g49-g65 128 0.126353 435 0.0266963 11
g49-g67 128 0.126353 462 0.0130152 11
g49-g68 128 0.126353 462 0.0650759 11
g49-g69 128 0.126353 500 0.0118557 11
g49-g70 128 0.126353 501 0.00603593 11
g49-g71 128 0.126353 501 0.0119521 11
g49-g72 128 0.126353 561 0.000935829 11
g49-g74 128 0.126353 585 0.00718885 11
g49-g75 128 0.126353 610 0.0400441 11
g49-g76 128 0.126353 610 0.190934 11
g49-g77 128 0.126353 610 0.444491 11
g49-g78 128 0.126353 627 0.0180636 11
g49-g79 128 0.126353 763 0.00654276 11
g49-g80 128 0.126353 891 0.000802028 11
g49-g81 128 0.126353 1010 0.0117634 11
g49-g83 128 0.126353 1024 0.00977517 11
g49-g84 128 0.126353 1024 0.117302 11
g49-g85 128 0.126353 1050 0.00285805 11
g49-g87 128 0.126353 1057 0.00638062 11
g49-g88 128 0.126353 1057 0.0072174 11
g49-g89 128 0.126353 1092 0.00366636 11
g49-g90 128 0.126353 1430 0.00489853 11
g49-g91 128 0.126353 1446 0.0030266 11
g49-g92 128 0.126353 1619 0.0026852 11
g49-g94 128 0.126353 1860 0.00323333 11
g49-g95 128 0.126353 2000 0.000698349 11
g49-g96 128 0.126353 2000 0.000828914 11
g49-g97 128 0.126353 2000 0.000842921 11
g49-g98 128 0.126353 2000 0.00128714 11
g49-g99 128 0.126353 2000 0.00128814 11
g5-g100 11 0.363636 2016 0.000984678 11
g5-g101 11 0.363636 2184 0.00274851 11
g5-g102 11 0.363636 2184 0.00366468 11
g5-g103 11 0.363636 2184 0.00549702 11
g5-g104 11 0.363636 3300 0.00121175 11
g5-g105 11 0.363636 3317 0.00120318 11
g5-g106 11 0.363636 4493 0.00134958 11
g5-g107 11 0.363636 4494 0.000971892 11
g5-g108 11 0.363636 4866 0.000915808 11
g5-g109 11 0.363636 5040 0.00119071 11
g5-g110 11 0.363636 5448 0.00243334 11
g5-g111 11 0.363636 5757 0.000853117 11
g5-g112 11 0.363636 6671 0.000632243 11
g5-g51 11 0.363636 138 0.0521528 11
g5-g52 11 0.363636 161 0.0276398 11
g5-g53 11 0.363636 168 0.0595951 11
g5-g54 11 0.363636 256 0.0288297 11
g5-g55 11 0.363636 256 0.029473 11
g5-g56 11 0.363636 256 0.0306373 11
g5-g57 11 0.363636 280 0.0015617 11
g5-g61 11 0.363636 331 0.0170283 11
g5-g62 11 0.363636 377 0.013573 11
g5-g63 11 0.363636 400 0.0358396 11
g5-g64 11 0.363636 400 0.124812 11
g5-g65 11 0.363636 435 0.0266963 11
g5-g67 11 0.363636 462 0.0130152 11
g5-g68 11 0.363636 462 0.0650759 11
g5-g69 11 0.363636 500 0.0118557 11
g5-g70 11 0.363636 501 0.00603593 11
g5-g71 11 0.363636 501 0.0119521 11
g5-g72 11 0.363636 561 0.000935829 11
g5-g74 11 0.363636 585 0.00718885 11
g5-g75 11 0.363636 610 0.0400441 11
g5-g76 11 0.363636 610 0.190934 11
g5-g77 11 0.363636 610 0.444491 11
g5-g78 11 0.363636 627 0.0180636 11
g5-g79 11 0.363636 763 0.00654276 11
g5-g80 11 0.363636 891 0.000802028 11
g5-g81 11 0.363636 1010 0.0117634 11
g5-g83 11 0.363636 1024 0.00977517 11
g5-g84 11 0.363636 1024 0.117302 11
g5-g85 11 0.363636 1050 0.00285805 11
g5-g87 11 0.363636 1057 0.00638062 11
g5-g88 11 0.363636 1057 0.0072174 11
g5-g89 11 0.363636 1092 0.00366636 11
g5-g90 11 0.363636 1430 0.00489853 11
g5-g91 11 0.363636 1446 0.0030266 11
g5-g92 11 0.363636 1619 0.0026852 11
g5-g94 11 0.363636 1860 0.00323333 11
g5-g95 11 0.363636 2000 0.000698349 11
g5-g96 11 0.363636 2000 0.000828914 11
g5-g97 11 0.363636 2000 0.000842921 11
g5-g98 11 0.363636 2000 0.00128714 11
g5-g99 11 0.363636 2000 0.00128814 11
g50-g100 128 0.395669 2016 0.000984678 11
g50-g101 128 0.395669 2184 0.00274851 11
g50-g102 128 0.395669 2184 0.00366468 11
g50-g103 128 0.395669 2184 0.00549702 11
g50-g104 128 0.395669 3300 0.00121175 11
g50-g105 128 0.395669 3317 0.00120318 11
g50-g106 128 0.395669 4493 0.00134958 11
g50-g107 128 0.395669 4494 0.000971892 11
g50-g108 128 0.395669 4866 0.000915808 11
g50-g109 128 0.395669 5040 0.00119071 11
g50-g110 128 0.395669 5448 0.00243334 11
g50-g111 128 0.395669 5757 0.000853117 11
g50-g112 128 0.395669 6671 0.000632243 11
g50-g51 128 0.395669 138 0.0521528 11
g50-g52 128 0.395669 161 0.0276398 11
g50-g53 128 0.395669 168 0.0595951 11
g50-g54 128 0.395669 256 0.0288297 11
g50-g55 128 0.395669 256 0.029473 11
g50-g56 128 0.395669 256 0.0306373 11
g50-g57 128 0.395669 280 0.0015617 11
g50-g61 128 0.395669 331 0.0170283 11
g50-g62 128 0.395669 377 0.013573 11
g50-g63 128 0.395669 400 0.0358396 11
g50-g64 128 0.395669 400 0.124812 11
g50-g65 128 0.395669 435 0.0266963 11
g50-g67 128 0.395669 462 0.0130152 11
g50-g68 128 0.395669 462 0.0650759 11
g50-g69 128 0.395669 500 0.0118557 11
g50-g70 128 0.395669 501 0.00603593 11
g50-g71 128 0.395669 501 0.0119521 11
g50-g72 128 0.395669 561 0.000935829 11
g50-g74 128 0.395669 585 0.00718885 11
g50-g75 128 0.395669 610 0.0400441 11
g50-g76 128 0.395669 610 0.190934 11
g50-g77 128 0.395669 610 0.444491 11
g50-g78 128 0.395669 627 0.0180636 11
g50-g79 128 0.395669 763 0.00654276 11
g50-g80 128 0.395669 891 0.000802028 11
g50-g81 128 0.395669 1010 0.0117634 11
g50-g83 128 0.395669 1024 0.00977517 11
g50-g84 128 0.395669 1024 0.117302 11
g50-g85 128 0.395669 1050 0.00285805 11
g50-g87 128 0.395669 1057 0.00638062 11
g50-g88 128 0.395669 1057 0.0072174 11
g50-g89 128 0.395669 1092 0.00366636 11
g50-g90 128 0.395669 1430 0.00489853 11
g50-g91 128 0.395669 1446 0.0030266 11
g50-g92 128 0.395669 1619 0.0026852 11
g50-g94 128 0.395669 1860 0.00323333 11
g50-g95 128 0.395669 2000 0.000698349 11
g50-g96 128 0.395669 2000 0.000828914 11
g50-g97 128 0.395669 2000 0.000842921 11
g50-g98 128 0.395669 2000 0.00128714 11
g50-g99 128 0.395669 2000 0.00128814 11
g6-g100 19 0.192982 2016 0.000984678 11
g6-g101 19 0.192982 2184 0.00274851 11
g6-g102 19 0.192982 2184 0.00366468 11
g6-g103 19 0.192982 2184 0.00549702 11
g6-g104 19 0.192982 3300 0.00121175 11
g6-g105 19 0.192982 3317 0.00120318 11
g6-g106 19 0.192982 4493 0.00134958 11
g6-g107 19 0.192982 4494 0.000971892 11
g6-g108 19 0.192982 4866 0.000915808 11
g6-g109 19 0.192982 5040 0.00119071 11
g6-g110 19 0.192982 5448 0.00243334 11
g6-g111 19 0.192982 5757 0.000853117 11
g6-g112 19 0.192982 6671 0.000632243 11
g6-g51 19 0.192982 138 0.0521528 11
g6-g52 19 0.192982 161 0.0276398 11
g6-g53 19 0.192982 168 0.0595951 11
g6-g54 19 0.192982 256 0.0288297 11
g6-g55 19 0.192982 256 0.029473 11
g6-g56 19 0.192982 256 0.0306373 11
g6-g57 19 0.192982 280 0.0015617 11
g6-g61 19 0.192982 331 0.0170283 11
g6-g62 19 0.192982 377 0.013573 11
g6-g63 19 0.192982 400 0.0358396 11
g6-g64 19 0.192982 400 0.124812 11
g6-g65 19 0.192982 435 0.0266963 11
g6-g67 19 0.192982 462 0.0130152 11
g6-g68 19 0.192982 462 0.0650759 11
g6-g69 19 0.192982 500 0.0118557 11
g6-g70 19 0.192982 501 0.00603593 11
g6-g71 19 0.192982 501 0.0119521 11
g6-g72 19 0.192982 561 0.000935829 11
g6-g74 19 0.192982 585 0.00718885 11
g6-g75 19 0.192982 610 0.0400441 11
g6-g76 19 0.192982 610 0.190934 11
g6-g77 19 0.192982 610 0.444491 11
g6-g78 19 0.192982 627 0.0180636 11
g6-g79 19 0.192982 763 0.00654276 11
g6-g80 19 0.192982 891 0.000802028 11
g6-g81 19 0.192982 1010 0.0117634 11
g6-g83 19 0.192982 1024 0.00977517 11
g6-g84 19 0.192982 1024 0.117302 11
g6-g85 19 0.192982 1050 0.00285805 11
g6-g87 19 0.192982 1057 0.00638062 11
g6-g88 19 0.192982 1057 0.0072174 11
g6-g89 19 0.192982 1092 0.00366636 11
g6-g90 19 0.192982 1430 0.00489853 11
g6-g91 19 0.192982 1446 0.0030266 11
g6-g92 19 0.192982 1619 0.0026852 11
g6-g94 19 0.192982 1860 0.00323333 11
g6-g95 19 0.192982 2000 0.000698349 11
g6-g96 19 0.192982 2000 0.000828914 11
g6-g97 19 0.192982 2000 0.000842921 11
g6-g98 19 0.192982 2000 0.00128714 11
g6-g99 19 0.192982 2000 0.00128814 11
g7-g100 20 0.526316 2016 0.000984678 11
g7-g101 20 0.526316 2184 0.00274851 11
g7-g102 20 0.526316 2184 0.00366468 11
g7-g103 20 0.526316 2184 0.00549702 11
g7-g104 20 0.526316 3300 0.00121175 11
g7-g105 20 0.526316 3317 0.00120318 11
g7-g106 20 0.526316 4493 0.00134958 11
g7-g107 20 0.526316 4494 0.000971892 11
g7-g108 20 0.526316 4866 0.000915808 11
g7-g109 20 0.526316 5040 0.00119071 11
g7-g110 20 0.526316 5448 0.00243334 11
g7-g111 20 0.526316 5757 0.000853117 11
g7-g112 20 0.526316 6671 0.000632243 11
g7-g51 20 0.526316 138 0.0521528 11
g7-g52 20 0.526316 161 0.0276398 11
g7-g53 20 0.526316 168 0.0595951 11
g7-g54 20 0.526316 256 0.0288297 11
g7-g55 20 0.526316 256 0.029473 11
g7-g56 20 0.526316 256 0.0306373 11
g7-g57 20 0.526316 280 0.0015617 11
g7-g61 20 0.526316 331 0.0170283 11
g7-g62 20 0.526316 377 0.013573 11
g7-g63 20 0.526316 400 0.0358396 11
g7-g64 20 0.526316 400 0.124812 11
g7-g65 20 0.526316 435 0.0266963 11
g7-g67 20 0.526316 462 0.0130152 11
g7-g68 20 0.526316 462 0.0650759 11
g7-g69 20 0.526316 500 0.0118557 11
g7-g70 20 0.526316 501 0.00603593 11
g7-g71 20 0.526316 501 0.0119521 11
g7-g72 20 0.526316 561 0.000935829 11
g7-g74 20 0.526316 585 0.00718885 11
g7-g75 20 0.526316 610 0.0400441 11
g7-g76 20 0.526316 610 0.190934 11
g7-g77 20 0.526316 610 0.444491 11
g7-g78 20 0.526316 627 0.0180636 11
g7-g79 20 0.526316 763 0.00654276 11
g7-g80 20 0.526316 891 0.000802028 11
g7-g81 20 0.526316 1010 0.0117634 11
g7-g83 20 0.526316 1024 0.00977517 11
g7-g84 20 0.526316 1024 0.117302 11
g7-g85 20 0.526316 1050 0.00285805 11
g7-g87 20 0.526316 1057 0.00638062 11
g7-g88 20 0.526316 1057 0.0072174 11
g7-g89 20 0.526316 1092 0.00366636 11
g7-g90 20 0.526316 1430 0.00489853 11
g7-g91 20 0.526316 1446 0.0030266 11
g7-g92 20 0.526316 1619 0.0026852 11
g7-g94 20 0.526316 1860 0.00323333 11
g7-g95 20 0.526316 2000 0.000698349 11
g7-g96 20 0.526316 2000 0.000828914 11
g7-g97 20 0.526316 2000 0.000842921 11
g7-g98 20 0.526316 2000 0.00128714 11
g7-g99 20 0.526316 2000 0.00128814 11
g8-g100 30 0.142529 2016 0.000984678 11
g8-g101 30 0.142529 2184 0.00274851 11
g8-g102 30 0.142529 2184 0.00366468 11
g8-g103 30 0.142529 2184 0.00549702 11
g8-g104 30 0.142529 3300 0.00121175 11
g8-g105 30 0.142529 3317 0.00120318 11
g8-g106 30 0.142529 4493 0.00134958 11
g8-g107 30 0.142529 4494 0.000971892 11
g8-g108 30 0.142529 4866 0.000915808 11
g8-g109 30 0.142529 5040 0.00119071 11
g8-g110 30 0.142529 5448 0.00243334 11
g8-g111 30 0.142529 5757 0.000853117 11
g8-g112 30 0.142529 6671 0.000632243 11
g8-g51 30 0.142529 138 0.0521528 11
g8-g52 30 0.142529 161 0.0276398 11
g8-g53 30 0.142529 168 0.0595951 11
g8-g54 30 0.142529 256 0.0288297 11
g8-g55 30 0.142529 256 0.029473 11
g8-g56 30 0.142529 256 0.0306373 11
g8-g57 30 0.142529 280 0.0015617 11
g8-g61 30 0.142529 331 0.0170283 11
g8-g62 30 0.142529 377 0.013573 11
g8-g63 30 0.142529 400 0.0358396 11
g8-g64 30 0.142529 400 0.124812 11
g8-g65 30 0.142529 435 0.0266963 11
g8-g67 30 0.142529 462 0.0130152 11
g8-g68 30 0.142529 462 0.0650759 11
g8-g69 30 0.142529 500 0.0118557 11
